id,pos,name
441950765,"(-0.0984519,51.5124342)",The Centre Page
441986758,"(-1.1371021,52.6088336)",MagiBar
441986809,"(-1.1366084,52.6100193)",The Midland
441988764,"(-1.1262388,52.6163412)",The Donkey
441988765,"(-1.1263316,52.6166398)",The New Road Inn
441988766,"(-1.1293588,52.6175384)",The Dry Dock
442029425,"(-1.1928966,54.1219701)",The Commercial
442029428,"(-1.1919336,54.1223686)",The Angel
442029432,"(-1.1916177,54.1218393)",The York
442035424,"(-2.0891656,52.6090583)",Red Lion
442050192,"(-0.2105421,50.8302849)",The Harbour View
442111166,"(-1.4394825,51.1577048)",Abbots Mitre
442135456,"(-2.0849966,52.5989273)",Pyle Cock
442135458,"(-2.0808595,52.6002671)",Dog and Partridge
442159554,"(0.6302953,51.8428211)",The Western Arms
442324955,"(1.7403677,52.6080702)",Long Johns
442325296,"(1.7376467,52.6082392)",Pier Tavern
442331532,"(-2.2549538,52.2240231)",The Royal Oak
442336319,"(-2.2960362,52.2948712)",The New Inn
442357253,"(-3.246495,53.2335659)",The Crown Inn
442363123,"(-3.5001881,50.7152055)",The Flying Horse
442374629,"(-2.3761691,52.4771771)",The Unicorn
442380280,"(-2.3154129,52.3769871)",The Mug House Inn
442391285,"(-1.4464409,51.4021698)",The Dundas Arms
442391307,"(-1.7544847,51.5747874)",The Dockle Farmhouse
442391505,"(-1.7770114,51.5539657)",Longs Bar
442391557,"(-1.7770114,51.5536455)",The Victoria
442391664,"(-1.7737549,51.5780613)",Kembrey Inn
442391826,"(-1.7758374,51.5854216)",The Moonrakers
442391827,"(-1.7689008,51.584407)",The Wheatsheaf
442391947,"(-1.761686,51.5923767)",Kingsdown
442391952,"(-6.3829091,54.4683156)",The Corner House
442392111,"(-1.7872298,51.6090121)",Cold Harbour
442392442,"(-1.8017797,51.5987001)",The Friary
442392637,"(-1.8018092,51.6001877)",Blunsdon Arms
442510025,"(1.1994652,52.3493959)",The Swan
442581891,"(-4.1631414,55.7679553)",Calderwood_Inn
442594873,"(-9.6881858,52.3466972)",McElligotts
442631340,"(-2.3186311,52.3752002)",The Woodcolliers
442661932,"(-2.3587134,52.4107905)",Ye Olde New Inn
442722766,"(-2.249732,52.4100031)",The Lock Inn
442722799,"(-2.2533573,52.4125028)",The Queens Head
442725299,"(-0.0997992,52.8470515)",The Ship
442738397,"(-1.5099389,51.4129407)",The Downgate
442743469,"(-1.4475108,51.3995398)",Prince Of Wales
442748977,"(-1.406086,51.3862124)",White Hart
442750696,"(-1.3878715,51.3806687)",Craven Arms
442864252,"(-2.5898592,53.3897552)",Porters Ale House
442866997,"(-2.5939853,53.3875679)",Friars Court
442867136,"(-2.5927408,53.3874655)",The Feathers
442867151,"(-2.5929277,53.3873993)",The Reef Bar
442876586,"(-2.5936764,53.3924204)",Kings Head Inn
442876803,"(-0.2495009,50.8409923)",The Royal George
442877607,"(-2.5893339,53.3901832)",The Irish Town House
442877825,"(-2.615375,53.3848902)",Coach & Horses Inn
442877900,"(-2.6225075,53.3832725)",The Black Horse
442879519,"(-2.5917973,53.3867177)",Bridges
442903341,"(-4.1335745,50.3802711)",The Junction
442903343,"(-4.1334114,50.381519)",The Fortesque
442903346,"(-4.1332655,50.3819076)",Goodbodies
442976838,"(-1.467146,53.7971164)",The Woodman
442977700,"(-3.444348,50.7664376)",Red Lion
442977812,"(-3.4315404,50.765694)",New Inn
443031954,"(-0.1651236,51.4862058)",The Coopers Arms
443032351,"(-0.1625573,51.4885895)",The Phoenix
443032673,"(-0.1678021,51.4891032)",The Builder's Arms
443038310,"(-3.4307947,50.7461409)",Hungry Fox (closed)
443067926,"(0.1852299,51.8036452)",The Cock
443067928,"(0.1808894,51.8032362)",The Crown
443070307,"(-2.3539851,53.7587159)",Peel Park Inn
443105924,"(-1.5379533,53.7955064)",Wharf Chambers
443115954,"(-1.3688391,53.74344)",Victoria Hotel
443116084,"(-1.3650454,53.7434603)",Bag & Barrow
443116591,"(-1.3674005,53.7408711)",Boat inn
443117130,"(-1.3832759,53.7523931)",King Edward VII WMC
443123517,"(-6.2004855,53.4459497)",Kinsealy Inn & Off Licence
443132709,"(-1.9936715,53.7484546)",Hare and Hounds
443138663,"(-2.9937878,53.4862177)",Cooksons Bridge
443191001,"(-0.042132,51.5319346)",Bar Risa
443270032,"(-0.1669996,51.2057086)",Beefeater
443271270,"(-0.1763045,51.1699842)",Ye Olde Six Bells
443353180,"(-2.8769874,56.3370625)",The Tavern
443360721,"(-0.757203,51.248599)",The Crimea
443360728,"(-0.750438,51.2470114)",The Royal Staff
443372991,"(-0.7427844,51.2514278)",Heroes of Lucknow
443373020,"(-0.7523357,51.2453314)",The Albion
443373023,"(-0.7523404,51.2437304)",The Golden Lion
443373035,"(-0.7500317,51.2423748)",The Red Lion
443373093,"(-0.7636689,51.2432349)",Garden Gate
443383412,"(-0.1881959,53.9399361)",Black Horse
443418010,"(-0.0416501,51.5320069)",Fat cat cafe bar
443444822,"(-0.0191313,52.3822527)",The Windmill
443535169,"(-5.1782372,50.1896577)",Seven Stars Inn
443541048,"(-2.4472234,52.716549)",The Old Shawbirch
443606881,"(0.0185904,51.3794335)",The George
443612944,"(-3.2208066,51.645972)",Maesycwmmer Inn
443612945,"(-3.2217758,51.6458941)",The Angel
443612946,"(-3.2215956,51.6461178)",The Butchers Arms
443655032,"(-2.0598996,52.3227239)",The Sugarbrook
443655057,"(-2.0619316,52.333899)",Golden Cross Hotel
443655058,"(-2.0589297,52.3362704)",Slug and Lettuce
443663894,"(-0.1144675,51.4891759)",Duchy Arms
443673068,"(-5.0755603,50.4162775)",Steam
443679488,"(-1.5818183,55.032245)",The Station
443690959,"(-3.4004322,50.6932834)",Digger's Rest
443727526,"(-2.030328,53.098457)",Pride of the Moorlands
443758714,"(0.8754957,51.2184914)",The Chequers
443758718,"(0.8790408,51.2212209)",Halfway House
443775987,"(-1.4022179,53.6766496)",Streethouse WMC
443776197,"(-1.4081636,53.6759541)",The Station
443803153,"(-2.3764333,52.0575538)",The Wellington Inn
443814575,"(-2.4171894,54.5409882)",Sandford Arms
443822317,"(-2.1038636,53.9843412)",Old Swan Inn
443865527,"(-0.026387,51.481604)",The harp
443866608,"(-0.0265681,51.4814629)",The Noah's Ark
443874682,"(1.7254357,52.6151136)",Lacon Arms
443877304,"(-0.0307309,51.4810834)",Lord Clyde
443881009,"(1.7337002,52.6199655)",Golfers Arms
443882054,"(-7.2256023,52.1612725)",Mother McHughs
443897578,"(-2.1501323,52.5939677)",The Newhampton
443897637,"(-2.1515462,52.5952581)",The Summer House
443902999,"(-4.4605682,54.8584779)",The Bladnoch Inn
443906271,"(-1.8957579,50.7619897)",The Thatched House
443920664,"(-3.2503177,53.2163377)",The Cross Foxes Inn
443927112,"(-2.1361351,52.6004316)",The Winning Post
443927314,"(-2.1362479,52.5933972)",The Stile
443974668,"(-2.0767444,52.3117489)",Ewe and Lamb
444097457,"(-2.3445377,51.3989931)",The Rose & Crown
444370140,"(-2.3540716,51.3763999)",The Ring o' Bells
444370141,"(-2.3544196,51.376615)",The Ram
444384417,"(1.1808138,51.0895222)",The Black Bull
444417786,"(-5.5152595,57.278926)",The Clachan
444420889,"(-2.0450513,52.4475895)",PULL @ The Woodman
444466419,"(-1.138881,53.9204817)",The Fox and Hounds
444487656,"(0.6988334,51.7954951)",The Ducane
444494251,"(-2.126588,57.1832136)",Buckie Farm
444507858,"(-1.8561713,51.7070075)",The Falcon
444514099,"(-4.0662081,55.8019208)",Camphill Vaults
444529037,"(-3.1842762,53.3727637)",Mojos
444529271,"(-6.2322338,53.4712932)",The Orchard
444540131,"(-0.0325559,51.4756393)",Amersham Arms
444540473,"(-0.0331997,51.4760242)",The Walpole
444553060,"(-0.2285918,51.9793285)",The Hogs Head
444558923,"(-0.2281391,51.9799388)",Four Emblems
444575036,"(-3.1797468,53.3735824)",White Lion
444577824,"(-1.2996539,51.6279107)",Admiral Benbow
444578493,"(-2.0641467,52.3336001)",The Wishing Well
444578497,"(-2.099686,52.3050818)",The Swan
444622555,"(-1.6689041,53.7902168)",The Royal
444622573,"(-1.6721866,53.791731)",The Kings Arms
444622940,"(-1.6603079,53.7950142)",Pudsey Royal British Legion Club
444623034,"(-1.6568886,53.7901172)",The Littlemoor
444623035,"(-1.6556061,53.7901657)",The Ivy
444635647,"(0.1276536,51.357365)",Five Bells Public House
444642776,"(-1.9206233,52.6386323)",The Royal Oak
444644650,"(-1.2146055,53.2807329)",The Royal Oak
444699004,"(-3.0338457,53.1181421)",Red Lion
444699072,"(-3.0017115,53.0587069)",The Railway
444739625,"(-3.2006725,55.9634164)",The Orchard
444774800,"(-1.313718,54.5636456)",Trader Jack's
444926205,"(-4.1758878,55.7649848)",Montgomerie Arms
444939224,"(-1.867833,51.614713)",Bell Inn
444995692,"(-3.0422743,53.0909458)",Ffrwd
445027373,"(-3.5473072,50.7148022)",First And Last
445031439,"(-3.5440184,50.715348)",Sawyers Arms
445033292,"(-1.542301,54.011794)",Knox Arms
445044819,"(-2.3365628,53.5244829)",Golden Lion
445052317,"(-1.0955542,50.7952249)",The Registry
445082215,"(-0.667885,52.8216571)",The Cross Swords
445083585,"(-0.6202687,52.8068213)",The White Lion
445119387,"(-3.5123163,52.2998658)",Cornhill Inn
445119390,"(-3.5131059,52.3011937)",Eagles Inn
445123167,"(-2.5212425,53.4925888)",Britannia
445146537,"(0.2924317,51.4284196)",The Royal Oak
445146590,"(0.3076555,51.4203924)",The Colyer Arms
445150787,"(0.2810499,51.4130046)",The Ship Inn
445364512,"(-9.7804174,52.2758341)",Oyster Tavern
445400677,"(-6.1393886,54.6990694)",Ellie May's (Foxes)
445409811,"(-0.0226612,51.4761795)",The Birds Nest
445444906,"(-2.0147882,52.503569)",The Junction
445444910,"(-2.0154658,52.5038285)",Ye Olde Bulls Head
445468180,"(0.378737,52.0166981)",The Bluebell Inn
445531854,"(-8.1040264,55.1368802)",The Loft
445621559,"(-0.7525967,51.6320279)",The Litten Tree
445622157,"(-0.7530344,51.6316869)",Butlers
445642827,"(-0.1902752,54.0816688)",Stirling Castle
445738617,"(-1.8722399,51.7111267)",The Red Lion
445738621,"(-1.9032586,51.7143634)",The Crown of Crusis
445773319,"(-1.3014624,53.3825197)",Royal Oak
445775367,"(-2.0159292,52.5043448)",White Swan
445817004,"(-2.0287747,52.5054104)",Brades Tavern
445832688,"(-2.0201091,52.496613)",The Manchester Stores
445850985,"(-3.6636019,50.8083538)",Rose and Crown
445887018,"(-0.0528343,51.5681408)",Anchor & Hope
446011933,"(0.5737219,52.5831104)",Bedingfield Arms
446064645,"(-3.3222761,50.6557844)",Sir Walter Raleigh
446094365,"(-0.0179222,51.4814691)",The Hoy
446097298,"(-3.3011857,50.6599123)",The Kings Arms
446102702,"(-0.9807605,51.748812)",The Rising Sun
446103099,"(-0.981533,51.7491357)",The Thatch
446104270,"(-0.0264838,51.4818412)",The Osborne Arms
446132561,"(-2.6037376,53.3375818)",Hatton Arms
446257336,"(-9.8235422,52.2772473)",The Tankard
446291679,"(-2.6997255,52.7191521)",The Corbet Arms
446293972,"(-1.5857898,53.5201783)",The Travellers Inn
446293986,"(-1.5624732,53.5355031)",The Station Inn
446293989,"(-1.5638921,53.5453586)",Ring O' Bells
446295579,"(-1.6803218,53.8262389)",Calverley Arms
446296930,"(-1.5639404,53.5459674)",The Red Lion
446297919,"(-6.1651183,54.6920237)",'Seven' Bar and Diner
446297976,"(1.7152269,52.6069567)",The Salisbury Arms
446299366,"(-1.3676815,53.7435555)",Anchor
446302964,"(-5.9880067,54.6749898)",The Jolly Beggar
446334550,"(-1.6580592,53.822489)",Crown & Anchor
446391674,"(-1.2250582,51.154756)",The Northbrook Arms
446392411,"(-3.1593558,55.962631)",The Loch Inn
446754429,"(-3.1713912,55.9775259)",Teuchters Landing
446754435,"(-3.1715532,55.9765481)",Cameo Bar
446759690,"(-3.1695529,55.976132)",The King's Wark
446782189,"(-6.2629135,53.3437834)",4 Dame Lane
446782312,"(-6.2627049,53.3422228)",Grogan's
446782646,"(-6.2624474,53.3425795)",Dakota
446782762,"(-6.2621871,53.343106)",The Old Stand
446782823,"(-6.2619457,53.3431045)",The International
446783204,"(-6.2592399,53.3419764)",The Bailey
446783209,"(-6.258703,53.3405123)",Café en Seine
446783346,"(-6.2539356,53.3381464)",O'Donoghue's
446783386,"(-6.2657046,53.3396163)",The Swan
446783401,"(-6.2656086,53.3366806)",The Village
446783419,"(-6.2650552,53.3352843)",Anseo
446785612,"(-6.290465,53.3621863)",The Homestead
446785628,"(-6.2803579,53.3471088)",Dice Bar
446785642,"(-6.2800795,53.3469517)",Frank Ryan's
446785722,"(-6.2816956,53.3504129)",J Walshes
446785803,"(-6.2887316,53.3573621)",Hanlon's
446882323,"(-0.2087787,51.5182077)",Nova Cafe
446882529,"(-0.2098689,51.5168903)",The Kensington Park
446946873,"(-1.311872,54.564073)",Green Dragon
446946874,"(-1.3122306,54.564848)",The Stag
446946876,"(-1.3133637,54.5675413)",The Mulberry Tree
446986725,"(-3.3848638,55.9903926)",Hawes Inn
447082105,"(0.3732432,52.6028758)",The White Hart
447082142,"(0.3769488,52.6029239)",Crown Hotel
447082147,"(0.3786749,52.6038753)",Castle Hotel
447082155,"(0.3780003,52.6030689)",Swan Hotel
447261515,"(0.3896382,52.561973)",Rose & Crown
447484575,"(0.0245727,51.4102359)",Freelands Tavern
447488047,"(0.0217378,51.4099845)",Red Lion
447490509,"(0.0209997,51.409765)",The White Horse
447541456,"(-1.339074,51.9513493)",The White Horse
447587859,"(-4.1707449,55.757842)",Crooked Lum
447785371,"(0.327051,51.4453931)",The Rose
447804358,"(-1.1691932,52.9004217)",The Fairham
447804390,"(-1.1826885,52.8971452)",The Grey Mare
447816443,"(-3.5437363,50.8613556)",Cadeleigh Arms
447836952,"(-3.5111817,50.8590124)",The Trout Inn
447837288,"(-3.5118718,50.8577811)",The Fisherman's Cot
447856556,"(1.1687374,51.1812888)",The Jackdaw
447860006,"(-0.5439008,53.237587)",Plough Boy
447860008,"(-0.5421883,53.2381978)",Lord Tennyson
447860012,"(-0.5295646,53.2351818)",Peacock
447860013,"(-0.5373989,53.2411617)",Stags Head
447860015,"(-0.5378453,53.2300756)",Forum
447860017,"(-0.5385319,53.2304353)",Olde Crowne
447860020,"(-0.5386492,53.2367815)",Duke William Hotel
447871111,"(-0.125792,51.517705)",The Plough
447871234,"(-0.1259098,51.5181698)",Museum Tavern
447871574,"(0.3909859,51.1810793)",The John Brunt VC
447874478,"(-0.131096,51.51406)",Carlisle Arms
447876511,"(-0.1296856,51.514103)",The Montagu Pyke
447877453,"(-0.1285955,51.5156771)",The Intrepid Fox
447878280,"(-2.7587,52.7093)",Montgomery's Tower
447878283,"(-2.7463109,52.7172909)",The Dolphin 
447880207,"(-2.5763271,51.848151)",Royal Spring
447880243,"(-2.5863864,51.8491796)",The Courtfield Arms
447887645,"(-2.7527,52.7075)",The Three Fishes
447892353,"(-4.2462105,56.2470638)",The Lade Inn
447903912,"(-0.7610558,50.9775019)",The Country Inn
447914794,"(0.7277745,52.0434051)",The Bay Horse
447919545,"(-3.55443,50.9807857)",Red Lion
447919656,"(-0.0555613,51.5346695)",The Victory
447919686,"(-0.050058,51.5476461)",Chesham Arms
447919692,"(-0.0542369,51.5460615)",The Globe in Morning Lane
447919708,"(-0.055032,51.545486)",Baxter's Court
447950209,"(-1.9197938,53.7189292)",The Winterburn
447950210,"(-1.9038138,53.7100781)",The Moorings
447959135,"(0.7347518,52.0415452)",Horse and Groom
447964574,"(0.7333595,52.0405682)",The Black Adder Brewery Tavern
447964798,"(-0.9778796,51.3013678)",The Coach and Horses
447977857,"(-2.9942687,53.0445667)",Cambrian Vaults
447984163,"(0.7306097,52.0411342)",Grover and Allen
447988315,"(0.1546723,51.4550716)",Coach and Horses
447990953,"(-7.0703636,52.2824085)",Stapleton
447990954,"(-7.0712575,52.2820626)",Lyons
448000482,"(-3.0265777,53.0355626)",The Black Lion Inn
448014812,"(0.2644238,51.446281)",The Welcome All
448014824,"(0.2648041,51.4462564)",The Bull
448021791,"(-1.1645688,52.9206772)",Clifton Bridge Inn (closed)
448029310,"(0.2644154,51.4508682)",Lads of the Village
448035881,"(-2.656211,55.986119)",Crown Hotel (closed)
448037423,"(0.2244757,51.4413705)",Ivyleaf
448286495,"(-0.7789769,51.2888862)",The Monkey Puzzle
448353174,"(-2.9664964,51.3470636)",The Ashcombe
448366687,"(-1.6859968,53.9800941)",Sun Inn
448376691,"(-0.0656335,51.544101)",The Prince Arthur
448403147,"(-2.1169281,52.804689)",the yard
448407415,"(-2.9563856,51.3517436)",The Bristol House
448434681,"(0.2146221,51.4447112)",The Flying Boat
448446337,"(0.2165962,51.445501)",The Stage Door
448446382,"(0.2196482,51.4441537)",The Tollgate
448446384,"(0.2198293,51.4441098)",The Wat Tyler
448447928,"(-2.4514935,52.6477761)",The Britannia
448448062,"(-2.444361,52.6371384)",Foresters Arms
448448064,"(-2.4450148,52.6373153)",The Corner House
448448074,"(-2.4493863,52.6373009)",The Anchor
448525767,"(0.2137363,51.4450884)",The Royal Oak
448525778,"(0.2142987,51.4450385)",The Courthouse
448531277,"(-0.198608,51.506241)",Windsor Castle
448532416,"(-0.1989169,51.508271)",Uxbridge Arms
448533027,"(-0.1975093,51.5078757)",The Hillgate
448555218,"(0.2122601,51.4441571)",The Walnut Tree
448555450,"(0.2166044,51.4431782)",The Two Brewers
448555689,"(0.2161464,51.4450908)",Bar Monde
448573858,"(-2.7736952,53.9017469)",The Crown
448573867,"(-2.7709505,53.8963793)",The Church Inn
448619136,"(-3.1202044,53.3518335)",The Anchor
448619137,"(-3.1179515,53.3521811)",The Shippons
448619798,"(-3.0263519,53.0328023)",The Swan Inn
448619944,"(-3.0200957,53.0318093)",The Black Lion Inn
448627699,"(-3.6805697,50.3461089)",The George Inn
448627789,"(-3.6785777,50.3470182)",Normandy Arms
448643587,"(-3.5923822,50.5460247)",Dew Drop Inn
448666125,"(0.2950539,51.449851)",Ingress Tavern
448671554,"(0.2405768,51.4376559)",Dartford Bridge
448707581,"(-1.6832869,53.7958573)",The Waterloo
448750310,"(0.2187439,51.5627463)",Fatling & Frikin
448750355,"(0.2503172,51.5586147)",Essex Yeoman
448750368,"(0.2486049,51.5548633)",Crumpled
448751013,"(0.3117353,51.4426378)",The Sun
448759540,"(-2.7723015,52.6209665)",The Horseshoes
448896601,"(-4.2956065,55.827593)",1901 Bar & Bistro
448921712,"(-0.1792332,51.6115111)",Elephant Inn
449027538,"(-8.6279388,52.6682633)",Curragower
449094695,"(-4.2061679,55.7451175)",The Greenhills
449094699,"(-4.1806279,55.7503456)",Stroud Inn
449094705,"(-4.2737371,55.7404803)",Eglinton Arms
449103389,"(0.2326695,51.4447437)",The Fulwich
449116984,"(0.2538282,51.4529355)",The Wharf Pub
449117214,"(0.1415103,51.5725211)",Tollgate Tavern
449201311,"(-0.2918529,52.2070029)",The Crown
449207412,"(0.0113655,51.4567519)",Old Tigers Head
449213965,"(0.0094772,51.4567091)",Duke of Edinburgh
449229496,"(-3.0336876,53.8436256)",The Squirrel
449273330,"(-3.4446576,50.5977429)",Sunburnt Arms
449334152,"(-2.1032732,54.3086145)",Rose & Crown
449340676,"(-1.9954056,54.2911122)",The George and Dragon
449341103,"(-0.790286,54.5588078)",Cod and Lobster
449341641,"(-0.7917925,54.5592086)",Royal George
449821270,"(-2.3596904,51.3823956)",Coeur De Lion
449881474,"(-2.383423,51.3779351)",Victoria
449941369,"(-0.775009,51.6487177)",Brickmakers Arms
449964441,"(0.7156191,52.0332897)",The Kings Head
450124302,"(-4.1255256,51.2067257)",The Wellington
450126982,"(-4.1228133,51.2089734)",DJ's Sports Bar
450135259,"(-1.3302135,50.8892965)",The Plough
450140503,"(-4.0580558,51.0784465)",The Underground
450146567,"(-5.9301928,54.5958878)",Ten Square
450146568,"(-5.9283585,54.5964173)",The Basement
450146569,"(-5.9290108,54.5929365)",Spring & Airbrake
450146570,"(-5.928719,54.5928867)",Katy Daley's
450146571,"(-5.9283842,54.5928221)",The Limelight
450151811,"(0.0034508,51.4610203)",Dacre Arms
450151813,"(-0.2893037,52.2084399)",The Highwayman
450165594,"(-0.006026,51.4562762)",The Holly Tree
450167387,"(-0.0075012,51.4554637)",Hansburys
450170161,"(-1.1570082,52.9347974)",The Ferry Inn
450182100,"(-8.9801378,52.830925)",The Halfway House
450189751,"(0.2819297,51.4532433)",Sir John Franklin
450191254,"(0.2844874,51.4532219)",Pier Hotel
450205148,"(-2.4459822,52.6752191)",The Thomas Botfield
450211916,"(-0.1630822,51.490726)",Queens Head
450242569,"(-9.0516692,53.2702585)",Bar No. 8
450566191,"(-1.1907628,54.1183955)",The Horseshoe
450574147,"(-8.4754232,52.8488315)",Ever Green
450637736,"(-3.0972289,53.3285837)",Jonny Pye
450654260,"(-3.6112518,50.5288668)",Jolly Abbot
450654714,"(-3.6118182,50.5288777)",White Heart
450654715,"(-3.6123504,50.5290796)",Union Inn
450717670,"(-0.2758751,50.8324346)",The Royal Sovereign
450756829,"(-1.8318481,53.7380947)",Shoulder of Mutton
451125244,"(-2.3173884,51.4055161)",George & Dragon
451131739,"(-1.5106158,55.1284489)",The Pullman
451131741,"(-1.5102453,55.1281163)",The Blyth and Tyne
451139620,"(-1.0878648,51.2623509)",The Maidenhead Inn
451651815,"(1.1993178,51.096441)",Valiant Sailor
451685619,"(-3.014365,53.3853072)",Hotel California
451730993,"(-2.5916985,51.4746765)",Bristol Flyer
451730994,"(-2.5909305,51.4752058)",Robin Hood's Retreat
451730995,"(-2.5980963,51.4838486)",Kellaway Arms
451787211,"(-2.1488922,57.031939)",Quoiters
451849321,"(-1.2779654,52.5487208)",The Blue Bell
451852364,"(-0.4882675,51.7478083)",The Patch
451854270,"(-0.4854694,51.7460918)",The Three Blackbirds
451896680,"(-1.8900385,51.6624351)",The Crown Inn
451971470,"(-2.139729,53.3894288)",Dog & Partridge
451998857,"(-9.8507147,52.0133218)",Rowan Tree Inn
452002336,"(0.1113625,52.2175488)",The Ranch
452038598,"(0.2511556,50.8216201)",The Junction
452041291,"(-6.4763613,53.4194358)",O'Dwyer's
452041292,"(-6.4764631,53.4191934)",Slevin's
452060762,"(0.1662155,50.8399889)",Berwick Inn
452074463,"(-1.4286161,52.0378652)",Lampet Arms
452129967,"(0.7294986,52.0378259)",The Anchor
452168075,"(-0.1609568,51.5147493)",The Carpenters' Arms
452212080,"(-1.259021,51.3346303)",Star Inn
452215454,"(-0.141249,51.5086133)",The King's Head
452215456,"(-0.1414421,51.5087769)",Goat Tavern
452215462,"(-0.1376258,51.5105434)",The Leicester Arms
452215466,"(-0.1370805,51.5105581)",The Glassblower
452237319,"(-0.1476997,51.5143209)",The Woodstock
452239356,"(-0.1417757,51.513805)",Slug & Lettuce
452240939,"(-0.1474145,51.514357)",Spread Eagle
452289941,"(-10.1006366,51.7696291)",The Blind Piper
452318980,"(-0.0511769,51.4170705)",The Alexandra
452415480,"(-2.7518,52.7079)",The Loggerheads
452416173,"(-2.7526467,52.7082133)",The Bull Inn
452418789,"(-2.7451235,52.7074761)",C:21
452433527,"(-0.1104184,51.5224993)",The Gunmakers
452435399,"(-2.7802612,53.2618051)",Helsby Arms
452484697,"(-1.8994778,52.264197)",Jubilee
452484706,"(-1.8927279,52.2672395)",The Lark
452489777,"(-1.8347012,52.2320197)",The Huff Cap
452494199,"(-4.0455647,55.893551)",Big Shop Bar
452495379,"(-4.0477332,55.8931527)",Village Inn(closed)
452555205,"(-0.7785178,53.9304935)",The Swan
452555374,"(-0.7777576,53.9318865)",Cross Keys
452555378,"(-0.777581,53.9312165)",The Feathers Hotel
452617031,"(-2.5879472,54.5255082)",Butcher's Arms
452617296,"(-3.0958231,53.3491175)",The Pensby
452617476,"(-3.0900084,53.3639019)",The Cherry Orchard
452617968,"(-3.0889355,53.3693153)",The Arrowe Park
452628522,"(0.2281394,51.442769)",The Woodman
452630982,"(-2.6107796,54.6599893)",The Black Swan Inn
452641810,"(-2.6929022,54.7636331)",The Crown Inn
452765673,"(-1.6411944,52.1157167)",The White Hart
452903701,"(-1.5320043,52.283613)",The Railway Inn
452904588,"(-1.5356584,52.2898906)",The Benjamin Satchwell
452918027,"(-2.7696034,54.8071951)",Dukes Head Inn
452918028,"(-2.7656682,54.8061377)",Fox & Pheasant Inn
452941542,"(-2.8178295,54.9071168)",The Haywain
452941631,"(-2.8645789,54.9273288)",Stag Inn
453166729,"(-1.5815915,54.596908)",The Locomotion No. 1
453184703,"(-2.4685854,52.6249249)",The Black Swan
453230694,"(-0.4602112,52.1350224)",The Embankment
453340709,"(-1.9889882,54.3046369)",The Wheatsheaf
453432878,"(-3.0372023,53.0774095)",Clayton Arms
453435241,"(0.0727359,51.3187868)",Blacksmith's Arms
453582432,"(-2.0793386,54.3160531)",The Crown Inn
453582433,"(-2.0805669,54.3151015)",Kings Arms Hotel
453640867,"(-0.1560711,51.517393)",The George
453641311,"(-4.5744214,50.6620751)",Wilsey Down
453670709,"(-4.5119804,58.1864756)",The Crask Inn
454125065,"(-1.2848452,51.3325841)",The Royal Oak
454158786,"(-0.1386352,50.8266883)",The White Rabbit
454172756,"(-3.4442195,50.7317265)",The Black Horse
454181704,"(-3.2858718,50.7865398)",The Nog Inn
454200832,"(0.0297393,51.3351988)",Kings Arms
454318199,"(-3.1726541,54.0642308)",Ship Inn
454351703,"(-1.2594313,51.06188)",Percy Hobbs
454360140,"(-0.1417854,51.5113317)",The Burlington Arms
454360143,"(-0.1441511,51.5098253)",Brutons
454361619,"(0.215139,51.4386346)",The Fox and Hounds
454415855,"(-0.7279346,51.6459039)",The Beech Tree
454514770,"(-2.9250059,51.3606466)",The Woodspring
454518993,"(-4.4637041,55.4486699)",Gateside Inn
454551512,"(-2.9307222,51.3592638)",The Golden Lion
454551519,"(-2.9276752,51.3603947)",The Lamb
454568381,"(-1.2101752,53.0048485)",The Lime Kiln
454576700,"(-1.1885688,52.9760197)",Newcastle Arms
454635534,"(-1.191239,52.9951958)",The Oxford
454640644,"(-1.1792164,52.983087)",The Vernon
454640645,"(-1.1847525,52.9894925)",Catchem's Corner
454640646,"(-1.1863514,52.9906663)",Oakleigh Social Club
454656879,"(-1.3232521,53.0195533)",Great Northern Inn
454664874,"(-4.1721332,51.8745107)",Cressely Arms
454664876,"(-4.1693063,51.8743351)",The Salutation
454664877,"(-4.1872147,51.8553909)",Y Polyn
454676841,"(-2.7748982,51.4309709)",Moor End Spout
454902298,"(-1.2101026,52.7719491)",Griffin Inn
455045691,"(-2.0446397,52.5057187)",The Barley Mow
455125600,"(-4.1951283,51.0570038)",The Beaver
455125602,"(-4.1956979,51.0572488)",The Royal George
455193157,"(0.2010069,51.9039394)",Dog & Duck
455193216,"(0.1994042,51.902367)",Queens Head
455193475,"(0.1992908,51.9020978)",King's Arms
455193491,"(0.1926853,51.9030492)",The Cock
455193907,"(0.2352216,51.9143722)",The Crown
455206686,"(-0.9352833,53.9205565)",The Grey Horse
455297140,"(-4.6395484,54.1705914)",The Baltic Inn
455306453,"(-0.7767808,53.9315837)",Oddfellows Arms
455352849,"(-1.0547417,53.1832724)",Robin Hood
455375915,"(0.2853234,51.9095898)",Prince of Wales
455458441,"(-4.4810531,54.1486714)",Rover's Return
455593849,"(-1.6780889,53.7946743)",The Marsh
455593904,"(-1.6658276,53.7948097)",The Park
455594059,"(-1.6622704,53.7971878)",The Worlds End
455594443,"(-1.6412435,53.7998605)",The Swinnow
455615776,"(-6.2853629,52.6761077)",The Bridge Bar
455619613,"(-1.6536502,53.7978442)",The Victoria
455695929,"(-0.5782317,52.0155761)",The Rose and Crown
455987868,"(-1.1700025,53.0837828)",The Hutt
